chr-gene-id	gene length (bp)	number HetSNPs	HetSNPs rates
chr02-44487808-44492030	4223	13	0.0030783802983660904
chr02-44492439-44497110	4672	26	0.005565068493150685
chr02-44503336-44513105	9770	31	0.003172978505629478
chr02-44513355-44517119	3765	32	0.00849933598937583
chr02-44520176-44520631	456	3	0.006578947368421052
chr02-44521890-44524481	2592	17	0.006558641975308642
chr02-44537126-44540362	3237	17	0.005251776336113685
chr02-44540804-44544954	4151	26	0.006263550951577933
chr02-44546851-44552594	5744	44	0.00766016713091922
chr02-44557954-44559209	1256	8	0.006369426751592357
chr02-44561592-44570171	8580	50	0.005827505827505828
chr02-44573103-44576089	2987	16	0.005356545028456646
chr02-44574858-44585039	10182	48	0.004714201532115498
chr02-44585555-44587925	2371	15	0.0063264445381695485
chr02-44599953-44603200	3248	13	0.0040024630541871924
chr02-44614542-44615891	1350	8	0.005925925925925926
chr02-44617127-44620795	3669	18	0.004905968928863451
chr02-44627245-44630062	2818	14	0.0049680624556423
chr02-44631960-44633150	1191	2	0.0016792611251049538
chr02-44633490-44634309	820	0	0.0
chr02-44635234-44641142	5909	14	0.0023692672194956846
chr02-44647192-44649078	1887	6	0.003179650238473768
chr02-44665112-44665490	379	1	0.002638522427440633
chr02-44675760-44679330	3571	18	0.00504060487258471
chr02-44678899-44681215	2317	6	0.002589555459646094
chr02-44680513-44687269	6757	14	0.0020719254106852155
chr02-44688802-44698007	9206	37	0.004019117966543559
chr02-44698690-44702644	3955	27	0.006826801517067004
chr02-44706794-44708366	1573	2	0.0012714558169103624
chr02-44708460-44712351	3892	23	0.005909558067831449
chr02-44713587-44719388	5802	23	0.003964150293002413
chr02-44722041-44730882	8842	22	0.0024881248586292692
chr02-44738149-44742386	4238	18	0.004247286455875413
chr02-44747063-44748058	996	7	0.007028112449799197
chr02-44748723-44756970	8248	38	0.00460717749757517
chr02-44757886-44760491	2606	19	0.0072908672294704525
chr02-44762418-44765218	2801	16	0.005712245626561942
chr02-44778015-44784656	6642	39	0.005871725383920506
chr02-44798199-44801571	3373	20	0.005929439667951379
chr02-44820418-44823770	3353	14	0.0041753653444676405
chr02-44826184-44831889	5706	32	0.005608131791097091
chr02-44832285-44846239	13955	61	0.004371193120745253
chr02-44846904-44847608	705	6	0.00851063829787234
chr02-44852695-44854374	1680	10	0.005952380952380952
chr02-44858221-44863321	5101	25	0.004900999803960008
chr02-44868441-44868928	488	2	0.004098360655737705
chr02-44869731-44887427	17697	100	0.005650675255693055
chr02-44895889-44896697	809	2	0.002472187886279357
chr02-44902946-44903641	696	1	0.0014367816091954023
chr02-44907710-44909218	1509	14	0.00927766732935719
chr02-44913109-44915177	2069	9	0.0043499275012083135
chr02-44924983-44928857	3875	29	0.007483870967741935
chr02-44930027-44934445	4419	27	0.006109979633401222
chr02-44938127-44941872	3746	18	0.004805125467164976
chr02-44942356-44946707	4352	29	0.00666360294117647
chr02-44946770-44948719	1950	12	0.006153846153846154
chr02-44952007-44955092	3086	21	0.006804925469863901
chr02-44955090-44962036	6947	37	0.005326040017273643
chr02-44966820-44971399	4580	11	0.00240174672489083
chr02-44976216-44979574	3359	18	0.005358737719559393
chr02-44979845-44983005	3161	13	0.004112622587788674
chr02-44992060-44995749	3690	16	0.004336043360433604
chr02-44996472-44999368	2897	13	0.0044874007594062825
chr02-45003051-45008527	5477	19	0.003469052400949425
chr02-45008495-45013281	4787	36	0.007520367662419052
chr02-45015340-45019981	4642	16	0.0034467901766479965
chr02-45019566-45021762	2197	7	0.0031861629494765588
chr02-45023047-45027420	4374	12	0.0027434842249657062
chr02-45027572-45028080	509	1	0.0019646365422396855
chr02-45028112-45029046	935	7	0.0074866310160427805
chr02-45032074-45035733	3660	23	0.006284153005464481
chr02-45037250-45040329	3080	13	0.0042207792207792205
chr02-45043403-45048183	4781	18	0.0037649027400125496
chr02-45049614-45050446	833	3	0.003601440576230492
chr02-45051521-45056563	5043	19	0.003767598651596272
chr02-45058111-45066064	7954	53	0.00666331405582097
chr02-45069112-45070599	1488	16	0.010752688172043012
chr02-45071070-45074593	3524	38	0.010783200908059024
chr02-45078450-45080493	2044	9	0.004403131115459882
chr02-45080221-45082397	2177	12	0.005512172714745062
chr02-45090652-45094090	3439	25	0.007269555103227682
chr02-45094612-45095673	1062	3	0.002824858757062147
chr02-45099109-45100382	1274	8	0.006279434850863423
chr02-45113942-45117166	3225	18	0.005581395348837209
chr02-45120045-45124615	4571	21	0.004594180704441042
chr02-45124503-45127247	2745	17	0.006193078324225865
chr02-45131486-45132004	519	6	0.011560693641618497
chr02-45132270-45133705	1436	14	0.009749303621169917
chr02-45135453-45136792	1340	12	0.008955223880597015
chr02-45139174-45142695	3522	16	0.004542873367404884
chr02-45143579-45147665	4087	21	0.005138243210178615
chr02-45150228-45152509	2282	20	0.008764241893076249
chr02-45158094-45159181	1088	4	0.003676470588235294
chr02-45159782-45163619	3838	10	0.0026055237102657635
chr02-45165973-45167972	2000	13	0.0065
chr02-45169119-45170408	1290	7	0.005426356589147287
chr02-45179005-45179644	640	0	0.0
chr02-45191693-45194104	2412	12	0.004975124378109453
chr02-45194191-45196336	2146	15	0.006989748369058714
chr02-45196773-45209459	12687	47	0.003704579490817372
chr02-45210648-45214398	3751	18	0.004798720341242335
chr02-45215027-45221794	6768	34	0.005023640661938535
chr02-45221344-45223734	2391	17	0.007109995817649519
chr02-45223247-45229568	6322	17	0.002689022461246441
chr02-45233284-45240808	7525	50	0.006644518272425249
chr02-45241378-45248271	6894	23	0.0033362344067304904
chr02-45250372-45252856	2485	9	0.0036217303822937627
chr02-45253646-45254060	415	3	0.007228915662650603
chr02-45258974-45262527	3554	21	0.005908835115362971
chr02-45274863-45282529	7667	43	0.005608451806443198
chr02-45285840-45287859	2020	2	0.0009900990099009901
chr02-45288443-45297436	8994	35	0.003891483211029575
chr02-45308452-45309300	849	6	0.007067137809187279
chr02-45314557-45319548	4992	23	0.004607371794871795
chr02-45321788-45324725	2938	16	0.005445881552076242
chr02-45324939-45329909	4971	33	0.006638503319251659
chr02-45330577-45336856	6280	16	0.0025477707006369425
chr02-45338240-45341790	3551	14	0.003942551393973529
chr02-45343644-45348660	5017	20	0.003986446083316724
chr02-45356350-45359477	3128	32	0.010230179028132993
chr02-45371153-45375912	4760	21	0.004411764705882353
chr02-45378483-45384693	6211	25	0.0040251167283851235
chr02-45384897-45386533	1637	12	0.007330482590103849
chr02-45389163-45390045	883	1	0.0011325028312570782
chr02-45390301-45392390	2090	11	0.005263157894736842
chr02-45415122-45418165	3044	19	0.006241787122207621
chr02-45419984-45424123	4140	12	0.002898550724637681
chr02-45424515-45425621	1107	15	0.013550135501355014
chr02-45425567-45428964	3398	19	0.005591524426133019
chr02-45435418-45453441	18024	133	0.007379050155348424
chr02-45458746-45465528	6783	27	0.003980539584254755
chr02-45469428-45475562	6135	26	0.004237978810105949
chr02-45475826-45483997	8172	19	0.00232501223690651
chr02-45484635-45486068	1434	10	0.00697350069735007
chr02-45486150-45486524	375	0	0.0
chr02-45486466-45489952	3487	9	0.0025810151993117293
chr02-45492916-45496816	3901	10	0.002563445270443476
chr02-45497929-45503728	5800	18	0.003103448275862069
chr02-45504314-45505726	1413	8	0.005661712668082095
chr02-45506024-45509866	3843	43	0.011189175123601354
chr02-45511317-45513094	1778	10	0.00562429696287964
chr02-45513274-45516497	3224	19	0.005893300248138958
chr02-45527900-45532062	4163	32	0.007686764352630314
chr02-45546609-45547381	773	6	0.007761966364812419
chr02-45552166-45552889	724	6	0.008287292817679558
chr02-45559876-45562088	2213	11	0.004970628106642567
chr02-45562980-45566719	3740	19	0.0050802139037433155
chr02-45568132-45570017	1886	9	0.004772004241781549
chr02-45576356-45578439	2084	9	0.004318618042226488
chr02-45590245-45596379	6135	21	0.0034229828850855745
chr02-45603716-45607065	3350	14	0.00417910447761194
chr02-45607436-45609887	2452	5	0.0020391517128874386
chr02-45610161-45617862	7702	40	0.005193456245131135
chr02-45618100-45619710	1611	3	0.00186219739292365
chr02-45626453-45629027	2575	8	0.0031067961165048546
chr02-45629360-45633691	4332	20	0.0046168051708217915
chr02-45635226-45635549	324	1	0.0030864197530864196
chr02-45636093-45644770	8678	31	0.0035722516708919104
chr02-45648243-45650339	2097	4	0.0019074868860276585
chr02-45651439-45654368	2930	16	0.005460750853242321
chr02-45656340-45660250	3911	12	0.003068268984914344
chr02-45667156-45671063	3908	14	0.0035823950870010235
chr02-45674035-45682459	8425	30	0.0035608308605341245
chr02-45682582-45685411	2830	12	0.004240282685512367
chr02-45687890-45688411	522	6	0.011494252873563218
chr02-45689490-45698127	8638	37	0.004283398934938643
chr02-45700343-45703634	3292	14	0.00425273390036452
chr02-45715380-45716727	1348	2	0.001483679525222552
chr02-45720166-45724019	3854	10	0.002594706798131811
chr02-45724742-45727901	3160	5	0.0015822784810126582
chr02-45738330-45741000	2671	8	0.002995132909022838
chr02-45741032-45743870	2839	8	0.0028178936245156746
chr02-45744902-45745915	1014	4	0.0039447731755424065
chr02-45745830-45759105	13276	56	0.004218137993371497
chr02-45759529-45775996	16468	63	0.003825601165897498
chr02-45783356-45812150	28795	160	0.005556520229206459
chr02-45829616-45829939	324	4	0.012345679012345678
chr02-45845293-45859609	14317	59	0.004120975064608508
chr02-45860645-45874101	13457	60	0.004458646057813777
chr02-45874213-45876458	2246	5	0.002226179875333927
chr02-45894987-45895919	933	3	0.003215434083601286
chr02-45901381-45902043	663	5	0.007541478129713424
chr02-45905218-45917056	11839	37	0.0031252639581045697
chr02-45919190-45923267	4078	19	0.004659146640510054
chr02-45951483-45956133	4651	15	0.0032251128789507633
chr02-45958379-46030761	72383	190	0.0026249257422322923
chr02-46054914-46070627	15714	85	0.005409189257986509
